Identifikace přejezdu,TÚ přejezdu,Evidenční km poloha,Zabezpečení přejezdu,Krajský úřad,Oblastní ředitelství,Třída komunikace,Zeměpisná šířka,Zeměpisná délka
P6878,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"25,628",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 53.01062'' N,16° 11' 22.42579'' E
P6879,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"25,696",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 54.81966'' N,16° 11' 20.44980'' E
P688,0331 - Havlovice (včetně) (býv.Paseč. - Tachov (mimo),"7,304",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 24' 51.90508'' N,12° 51' 33.90356'' E
P6880,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"25,872",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 56.74011'' N,16° 11' 12.47310'' E
P6881,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"25,983",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 55.75870'' N,16° 11' 07.11660'' E
P6882,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"26,104",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,C - místní komunikace - obslužná,49° 43' 55.12292'' N,16° 11' 01.14660'' E
P6883,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"26,374",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 53.59874'' N,16° 10' 47.99451'' E
P6884,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"26,614",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,D1 - místní komunikace - pěší a obytné zóny,49° 43' 52.18770'' N,16° 10' 36.38078'' E
P6885,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"27,141",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 44' 01.63662'' N,16° 10' 15.21806'' E
P6886,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"27,436",M - Mechanická PZZ,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 44' 10.26140'' N,16° 10' 08.92610'' E
P6887,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"27,532",M - Mechanická PZZ,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 44' 13.09642'' N,16° 10' 07.17078'' E
P6888,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"27,850",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 44' 22.62525'' N,16° 10' 00.76920'' E
P6889,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"28,034",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 44' 27.36819'' N,16° 09' 56.61676'' E
P689,0331 - Havlovice (včetně) (býv.Paseč. - Tachov (mimo),"7,971",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 24' 55.37453'' N,12° 51' 02.26468'' E
P6890,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"28,109",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,I. - silnice I.třídy,49° 44' 29.75009'' N,16° 09' 55.34298'' E
P6891,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"28,263",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,C - místní komunikace - obslužná,49° 44' 32.87049'' N,16° 09' 49.51512'' E
P6892,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"28,548",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,D1 - místní komunikace - pěší a obytné zóny,49° 44' 36.78186'' N,16° 09' 36.76068'' E
P6893,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"28,736",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 44' 40.88990'' N,16° 09' 29.75274'' E
P6894,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"29,007",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 44' 46.97355'' N,16° 09' 20.38525'' E
P6895,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"29,527",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,II. - silnice II.třídy,49° 44' 56.48937'' N,16° 08' 58.84742'' E
P6896,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"30,380",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,I. - silnice I.třídy,49° 45' 02.76238'' N,16° 08' 20.38051'' E
P6898,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"31,489",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 45' 00.86732'' N,16° 07' 28.92250'' E
P6899,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"32,077",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,2L - účelové komunikace - lesní cesty 2.třídy,49° 45' 07.01580'' N,16° 07' 02.03801'' E
P69,0101 - Praha-Bubny (mimo) - Chomutov-záp.zhlaví (mimo),"115,160",S - Světelná PZZ se závorami,Ústecký kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 23' 35.18438'' N,13° 25' 42.03217'' E
P690,0331 - Havlovice (včetně) (býv.Paseč. - Tachov (mimo),"8,593",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 25' 01.74043'' N,12° 50' 34.23771'' E
P6901,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"33,877",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,C - místní komunikace - obslužná,49° 45' 10.74294'' N,16° 05' 42.07262'' E
P6902,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"34,086",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 45' 08.90623'' N,16° 05' 32.29044'' E
P6903,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"34,728",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 45' 10.47349'' N,16° 05' 06.11274'' E
P6904,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"34,965",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,D1 - místní komunikace - pěší a obytné zóny,49° 45' 16.03029'' N,16° 04' 58.48676'' E
P6905,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"35,231",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 45' 16.87183'' N,16° 04' 45.31140'' E
P6906,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"35,384",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 45' 20.21790'' N,16° 04' 39.93850'' E
P6907,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"35,958",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 45' 23.10760'' N,16° 04' 16.23860'' E
P6908,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"36,132",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 45' 19.72531'' N,16° 04' 09.34675'' E
P691,0331 - Havlovice (včetně) (býv.Paseč. - Tachov (mimo),"8,750",S - Světelná PZZ se závorami,Plzeňský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 25' 04.86914'' N,12° 50' 28.70174'' E
P6910,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"36,707",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 45' 10.26161'' N,16° 03' 45.18134'' E
P6911,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"37,365",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 45' 14.92348'' N,16° 03' 13.42000'' E
P6913,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"39,521",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,I. - silnice I.třídy,49° 46' 13.69740'' N,16° 02' 32.39551'' E
P6914,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"40,482",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 46' 34.87374'' N,16° 02' 11.90651'' E
P6915,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"40,925",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 46' 48.60397'' N,16° 02' 15.54069'' E
P6916,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"41,337",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 47' 01.63462'' N,16° 02' 15.92864'' E
P6917,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"41,763",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,II. - silnice II.třídy,49° 47' 12.11433'' N,16° 02' 03.58649'' E
P6918,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"41,992",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 47' 18.97094'' N,16° 01' 58.98786'' E
P6919,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"42,428",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 47' 32.81761'' N,16° 01' 58.52397'' E
P692,0331 - Havlovice (včetně) (býv.Paseč. - Tachov (mimo),"8,956",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 25' 10.55578'' N,12° 50' 23.49588'' E
P6920,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"42,904",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 47' 46.34576'' N,16° 01' 55.54970'' E
P6921,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"43,635",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 48' 02.41554'' N,16° 02' 16.48641'' E
P6922,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"44,837",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 48' 37.34011'' N,16° 01' 51.60841'' E
P6923,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"45,229",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 48' 49.53689'' N,16° 01' 46.95730'' E
P6924,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"45,459",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 48' 56.93231'' N,16° 01' 45.63304'' E
P6925,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"45,894",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 49' 06.47725'' N,16° 01' 32.99503'' E
P6927,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"46,836",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 49' 29.85394'' N,16° 01' 04.93117'' E
P6928,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"47,435",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 49' 48.43340'' N,16° 01' 01.09502'' E
P693,0331 - Havlovice (včetně) (býv.Paseč. - Tachov (mimo),"9,259",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 25' 18.62366'' N,12° 50' 16.60309'' E
P6930,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"49,087",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,C - místní komunikace - obslužná,49° 50' 16.06039'' N,16° 00' 02.88257'' E
P6931,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"49,694",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,C - místní komunikace - obslužná,49° 50' 13.97829'' N,15° 59' 34.33621'' E
P6932,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"50,807",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 49' 44.42109'' N,15° 59' 30.43404'' E
P6933,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"51,110",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 49' 35.11499'' N,15° 59' 33.21634'' E
P6934,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"51,273",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 49' 29.98316'' N,15° 59' 30.41186'' E
P6935,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"51,427",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 49' 27.03819'' N,15° 59' 24.19185'' E
P6936,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"52,012",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 49' 14.20531'' N,15° 59' 05.24529'' E
P6937,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"0,750",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,II. - silnice II.třídy,49° 40' 15.27700'' N,16° 44' 58.20521'' E
P6938,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"1,870",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 39' 44.86755'' N,16° 45' 18.42647'' E
P6939,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"2,457",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,II. - silnice II.třídy,49° 39' 28.40191'' N,16° 45' 06.22594'' E
P694,0331 - Havlovice (včetně) (býv.Paseč. - Tachov (mimo),"9,440",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,H - účelové komunikace - polní cesty hlavní,49° 25' 21.41980'' N,12° 50' 08.18301'' E
P6940,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"3,596",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 38' 59.49915'' N,16° 44' 42.67622'' E
P6941,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"4,282",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 38' 40.23218'' N,16° 44' 26.22834'' E
P6942,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"5,061",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 38' 20.08712'' N,16° 44' 03.21097'' E
P6943,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"6,120",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,II. - silnice II.třídy,49° 37' 48.88656'' N,16° 43' 52.63631'' E
P6944,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"6,471",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 37' 38.02282'' N,16° 43' 57.47376'' E
P6945,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"6,881",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 37' 25.39758'' N,16° 44' 03.20050'' E
P6946,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"8,225",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,II. - silnice II.třídy,49° 36' 59.38867'' N,16° 43' 25.57438'' E
P6947,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"9,565",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 36' 54.02858'' N,16° 42' 19.51673'' E
P6948,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"9,894",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 36' 54.25943'' N,16° 42' 03.14515'' E
P6949,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"10,340",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 36' 44.06534'' N,16° 41' 50.89385'' E
P695,0331 - Havlovice (včetně) (býv.Paseč. - Tachov (mimo),"11,495",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,49° 26' 17.77160'' N,12° 49' 23.81133'' E
P6950,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"11,234",S - Světelná PZZ bez závor,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 36' 41.95782'' N,16° 41' 09.80749'' E
P6951,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"11,666",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,46699 - OŘ Brno,C - místní komunikace - obslužná,49° 36' 31.67687'' N,16° 41' 04.28732'' E
P6953,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"12,688",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 36' 10.86226'' N,16° 41' 39.22492'' E
P6954,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"12,912",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,46699 - OŘ Brno,H - účelové komunikace - polní cesty hlavní,49° 36' 07.37565'' N,16° 41' 49.01538'' E
P6955,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"13,563",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,46699 - OŘ Brno,H - účelové komunikace - polní cesty hlavní,49° 35' 47.53156'' N,16° 41' 57.18806'' E
P6956,2021 - Chornice (mimo) - Skalice nad Svitavou (mimo),"14,552",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 35' 18.29382'' N,16° 42' 15.41597'' E
